title,venue,date,time,artist,program,image_link
Youth Symphony Orchestra of Ukraine,"KKL Luzern, Concert Hall",Tue 13.08,19.30,Youth Symphony Orchestra of Ukraine,"Claude Debussy (1862–1918)
Prélude à l'après-midi d'un faune",https://www.lucernefestival.ch/media/thumbnails/filer_public/7e/8c/7e8cc114-18d2-4b2e-a504-686db42a430b/youth_symphony_orchestra_of_ukraine_lyniv2_c_mutesouvenir_kaibienert.jpg__744x744_q85_crop_subject_location-1470%2C847_subsampling-2_upscale.jpg
Youth Symphony Orchestra of Ukraine,"KKL Luzern, Concert Hall",Tue 13.08,19.30,Youth Symphony Orchestra of Ukraine,"Edward Elgar (1857–1934)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/7e/8c/7e8cc114-18d2-4b2e-a504-686db42a430b/youth_symphony_orchestra_of_ukraine_lyniv2_c_mutesouvenir_kaibienert.jpg__744x744_q85_crop_subject_location-1470%2C847_subsampling-2_upscale.jpg
Youth Symphony Orchestra of Ukraine,"KKL Luzern, Concert Hall",Tue 13.08,19.30,Youth Symphony Orchestra of Ukraine,"Borys Ljatoschynskyj (1895–1968)
Slavic Suite",https://www.lucernefestival.ch/media/thumbnails/filer_public/7e/8c/7e8cc114-18d2-4b2e-a504-686db42a430b/youth_symphony_orchestra_of_ukraine_lyniv2_c_mutesouvenir_kaibienert.jpg__744x744_q85_crop_subject_location-1470%2C847_subsampling-2_upscale.jpg
Youth Symphony Orchestra of Ukraine,"KKL Luzern, Concert Hall",Tue 13.08,19.30,Youth Symphony Orchestra of Ukraine,"Ottorino Respighi (1879–1936)
Pini di Roma",https://www.lucernefestival.ch/media/thumbnails/filer_public/7e/8c/7e8cc114-18d2-4b2e-a504-686db42a430b/youth_symphony_orchestra_of_ukraine_lyniv2_c_mutesouvenir_kaibienert.jpg__744x744_q85_crop_subject_location-1470%2C847_subsampling-2_upscale.jpg
Youth Symphony Orchestra of Ukraine,"KKL Luzern, Concert Hall",Tue 13.08,19.30,Oksana Lyniv,"Claude Debussy (1862–1918)
Prélude à l'après-midi d'un faune",https://www.lucernefestival.ch/media/thumbnails/filer_public/7e/8c/7e8cc114-18d2-4b2e-a504-686db42a430b/youth_symphony_orchestra_of_ukraine_lyniv2_c_mutesouvenir_kaibienert.jpg__744x744_q85_crop_subject_location-1470%2C847_subsampling-2_upscale.jpg
Youth Symphony Orchestra of Ukraine,"KKL Luzern, Concert Hall",Tue 13.08,19.30,Oksana Lyniv,"Edward Elgar (1857–1934)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/7e/8c/7e8cc114-18d2-4b2e-a504-686db42a430b/youth_symphony_orchestra_of_ukraine_lyniv2_c_mutesouvenir_kaibienert.jpg__744x744_q85_crop_subject_location-1470%2C847_subsampling-2_upscale.jpg
Youth Symphony Orchestra of Ukraine,"KKL Luzern, Concert Hall",Tue 13.08,19.30,Oksana Lyniv,"Borys Ljatoschynskyj (1895–1968)
Slavic Suite",https://www.lucernefestival.ch/media/thumbnails/filer_public/7e/8c/7e8cc114-18d2-4b2e-a504-686db42a430b/youth_symphony_orchestra_of_ukraine_lyniv2_c_mutesouvenir_kaibienert.jpg__744x744_q85_crop_subject_location-1470%2C847_subsampling-2_upscale.jpg
Youth Symphony Orchestra of Ukraine,"KKL Luzern, Concert Hall",Tue 13.08,19.30,Oksana Lyniv,"Ottorino Respighi (1879–1936)
Pini di Roma",https://www.lucernefestival.ch/media/thumbnails/filer_public/7e/8c/7e8cc114-18d2-4b2e-a504-686db42a430b/youth_symphony_orchestra_of_ukraine_lyniv2_c_mutesouvenir_kaibienert.jpg__744x744_q85_crop_subject_location-1470%2C847_subsampling-2_upscale.jpg
European Union Youth Orchestra,"KKL Luzern, Concert Hall",Wed 14.08,19.30,European Union Youth Orchestra,"Carlos Simon (*1986)
Fate Now Conquers",https://www.lucernefestival.ch/media/thumbnails/filer_public/df/4f/df4f34e3-6bd0-460b-bb06-05f7f7c4ffc4/euyo_2023_sven-kristian_wolf.jpg__744x744_q85_crop_subject_location-2912%2C1764_subsampling-2_upscale.jpg
European Union Youth Orchestra,"KKL Luzern, Concert Hall",Wed 14.08,19.30,European Union Youth Orchestra,"Benjamin Britten (1913–1976)
The Young Person’s Guide to the Orchestra",https://www.lucernefestival.ch/media/thumbnails/filer_public/df/4f/df4f34e3-6bd0-460b-bb06-05f7f7c4ffc4/euyo_2023_sven-kristian_wolf.jpg__744x744_q85_crop_subject_location-2912%2C1764_subsampling-2_upscale.jpg
European Union Youth Orchestra,"KKL Luzern, Concert Hall",Wed 14.08,19.30,European Union Youth Orchestra,"Richard Strauss (1864–1949)
Don Quixote",https://www.lucernefestival.ch/media/thumbnails/filer_public/df/4f/df4f34e3-6bd0-460b-bb06-05f7f7c4ffc4/euyo_2023_sven-kristian_wolf.jpg__744x744_q85_crop_subject_location-2912%2C1764_subsampling-2_upscale.jpg
European Union Youth Orchestra,"KKL Luzern, Concert Hall",Wed 14.08,19.30,Gianandrea Noseda,"Carlos Simon (*1986)
Fate Now Conquers",https://www.lucernefestival.ch/media/thumbnails/filer_public/df/4f/df4f34e3-6bd0-460b-bb06-05f7f7c4ffc4/euyo_2023_sven-kristian_wolf.jpg__744x744_q85_crop_subject_location-2912%2C1764_subsampling-2_upscale.jpg
European Union Youth Orchestra,"KKL Luzern, Concert Hall",Wed 14.08,19.30,Gianandrea Noseda,"Benjamin Britten (1913–1976)
The Young Person’s Guide to the Orchestra",https://www.lucernefestival.ch/media/thumbnails/filer_public/df/4f/df4f34e3-6bd0-460b-bb06-05f7f7c4ffc4/euyo_2023_sven-kristian_wolf.jpg__744x744_q85_crop_subject_location-2912%2C1764_subsampling-2_upscale.jpg
European Union Youth Orchestra,"KKL Luzern, Concert Hall",Wed 14.08,19.30,Gianandrea Noseda,"Richard Strauss (1864–1949)
Don Quixote",https://www.lucernefestival.ch/media/thumbnails/filer_public/df/4f/df4f34e3-6bd0-460b-bb06-05f7f7c4ffc4/euyo_2023_sven-kristian_wolf.jpg__744x744_q85_crop_subject_location-2912%2C1764_subsampling-2_upscale.jpg
European Union Youth Orchestra,"KKL Luzern, Concert Hall",Wed 14.08,19.30,Nicolas Altstaedt,"Carlos Simon (*1986)
Fate Now Conquers",https://www.lucernefestival.ch/media/thumbnails/filer_public/df/4f/df4f34e3-6bd0-460b-bb06-05f7f7c4ffc4/euyo_2023_sven-kristian_wolf.jpg__744x744_q85_crop_subject_location-2912%2C1764_subsampling-2_upscale.jpg
European Union Youth Orchestra,"KKL Luzern, Concert Hall",Wed 14.08,19.30,Nicolas Altstaedt,"Benjamin Britten (1913–1976)
The Young Person’s Guide to the Orchestra",https://www.lucernefestival.ch/media/thumbnails/filer_public/df/4f/df4f34e3-6bd0-460b-bb06-05f7f7c4ffc4/euyo_2023_sven-kristian_wolf.jpg__744x744_q85_crop_subject_location-2912%2C1764_subsampling-2_upscale.jpg
European Union Youth Orchestra,"KKL Luzern, Concert Hall",Wed 14.08,19.30,Nicolas Altstaedt,"Richard Strauss (1864–1949)
Don Quixote",https://www.lucernefestival.ch/media/thumbnails/filer_public/df/4f/df4f34e3-6bd0-460b-bb06-05f7f7c4ffc4/euyo_2023_sven-kristian_wolf.jpg__744x744_q85_crop_subject_location-2912%2C1764_subsampling-2_upscale.jpg
Lucerne Festival Orchestra 1: Opening,"KKL Luzern, Concert Hall",Fri 16.08,18.30,Lucerne Festival Orchestra,"Gustav Mahler (1860–1911)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/d3/25/d325af82-6571-429e-b27a-aac0df8ac7f2/220812_lfo_1_lfo_chailly_c_priskaketterer_lucerne_festival_14_approved.jpg__744x744_q85_crop_subject_location-2205%2C1533_subsampling-2_upscale.jpg
Lucerne Festival Orchestra 1: Opening,"KKL Luzern, Concert Hall",Fri 16.08,18.30,Riccardo Chailly,"Gustav Mahler (1860–1911)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/d3/25/d325af82-6571-429e-b27a-aac0df8ac7f2/220812_lfo_1_lfo_chailly_c_priskaketterer_lucerne_festival_14_approved.jpg__744x744_q85_crop_subject_location-2205%2C1533_subsampling-2_upscale.jpg
Lucerne Festival Orchestra 2,"KKL Luzern, Concert Hall",Sat 17.08,18.30,Lucerne Festival Orchestra,"Felix Mendelssohn (1809–1847)
The Hebrides or Fingal’s Cave",https://www.lucernefestival.ch/media/thumbnails/filer_public/5a/ee/5aee93c9-6c70-4ecf-ac02-63a2351f5269/klaus_makela_2_mathias_benuigui_pasco_and_co.jpg__744x744_q85_crop_subject_location-2247%2C2142_subsampling-2_upscale.jpg
Lucerne Festival Orchestra 2,"KKL Luzern, Concert Hall",Sat 17.08,18.30,Lucerne Festival Orchestra,"Edvard Grieg (1843–1907)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/5a/ee/5aee93c9-6c70-4ecf-ac02-63a2351f5269/klaus_makela_2_mathias_benuigui_pasco_and_co.jpg__744x744_q85_crop_subject_location-2247%2C2142_subsampling-2_upscale.jpg
Lucerne Festival Orchestra 2,"KKL Luzern, Concert Hall",Sat 17.08,18.30,Lucerne Festival Orchestra,"Robert Schumann (1810–1856)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/5a/ee/5aee93c9-6c70-4ecf-ac02-63a2351f5269/klaus_makela_2_mathias_benuigui_pasco_and_co.jpg__744x744_q85_crop_subject_location-2247%2C2142_subsampling-2_upscale.jpg
Lucerne Festival Orchestra 2,"KKL Luzern, Concert Hall",Sat 17.08,18.30,Klaus Mäkelä,"Felix Mendelssohn (1809–1847)
The Hebrides or Fingal’s Cave",https://www.lucernefestival.ch/media/thumbnails/filer_public/5a/ee/5aee93c9-6c70-4ecf-ac02-63a2351f5269/klaus_makela_2_mathias_benuigui_pasco_and_co.jpg__744x744_q85_crop_subject_location-2247%2C2142_subsampling-2_upscale.jpg
Lucerne Festival Orchestra 2,"KKL Luzern, Concert Hall",Sat 17.08,18.30,Klaus Mäkelä,"Edvard Grieg (1843–1907)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/5a/ee/5aee93c9-6c70-4ecf-ac02-63a2351f5269/klaus_makela_2_mathias_benuigui_pasco_and_co.jpg__744x744_q85_crop_subject_location-2247%2C2142_subsampling-2_upscale.jpg
Lucerne Festival Orchestra 2,"KKL Luzern, Concert Hall",Sat 17.08,18.30,Klaus Mäkelä,"Robert Schumann (1810–1856)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/5a/ee/5aee93c9-6c70-4ecf-ac02-63a2351f5269/klaus_makela_2_mathias_benuigui_pasco_and_co.jpg__744x744_q85_crop_subject_location-2247%2C2142_subsampling-2_upscale.jpg
Lucerne Festival Orchestra 2,"KKL Luzern, Concert Hall",Sat 17.08,18.30,Leif Ove Andsnes,"Felix Mendelssohn (1809–1847)
The Hebrides or Fingal’s Cave",https://www.lucernefestival.ch/media/thumbnails/filer_public/5a/ee/5aee93c9-6c70-4ecf-ac02-63a2351f5269/klaus_makela_2_mathias_benuigui_pasco_and_co.jpg__744x744_q85_crop_subject_location-2247%2C2142_subsampling-2_upscale.jpg
Lucerne Festival Orchestra 2,"KKL Luzern, Concert Hall",Sat 17.08,18.30,Leif Ove Andsnes,"Edvard Grieg (1843–1907)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/5a/ee/5aee93c9-6c70-4ecf-ac02-63a2351f5269/klaus_makela_2_mathias_benuigui_pasco_and_co.jpg__744x744_q85_crop_subject_location-2247%2C2142_subsampling-2_upscale.jpg
Lucerne Festival Orchestra 2,"KKL Luzern, Concert Hall",Sat 17.08,18.30,Leif Ove Andsnes,"Robert Schumann (1810–1856)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/5a/ee/5aee93c9-6c70-4ecf-ac02-63a2351f5269/klaus_makela_2_mathias_benuigui_pasco_and_co.jpg__744x744_q85_crop_subject_location-2247%2C2142_subsampling-2_upscale.jpg
Lucerne Festival Academy 1,"KKL Luzern, Lucerne Hall",Sun 18.08,15.30,Soloists of the Lucerne Festival Contemporary Orchestra (LFCO),"“Anniversary Concert: 20 Years of Lucerne Festival Academy” 
",https://www.lucernefestival.ch/media/thumbnails/filer_public/88/5e/885e4388-89ea-462d-8339-2b85fd190344/230827_lfa_5_lfco_c_peterfischli_lucerne_festival_2.jpg__744x744_q85_crop_subject_location-1680%2C1120_subsampling-2_upscale.jpg
West-Eastern Divan Orchestra,"KKL Luzern, Concert Hall",Sun 18.08,19.30,West-Eastern Divan Orchestra,"“25 Years of the West-Eastern Divan Orchestra” 
",https://www.lucernefestival.ch/media/thumbnails/filer_public/a5/6f/a56f5697-face-4b72-91fd-3a3520419241/404-190818_19309_sommer_sk_2_west_eastern_barenboim_mutter_c_fischli_02.jpg__744x744_q85_crop_subject_location-1104%2C784_subsampling-2_upscale.jpg
West-Eastern Divan Orchestra,"KKL Luzern, Concert Hall",Sun 18.08,19.30,West-Eastern Divan Orchestra,"Johannes Brahms (1833–1897)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/a5/6f/a56f5697-face-4b72-91fd-3a3520419241/404-190818_19309_sommer_sk_2_west_eastern_barenboim_mutter_c_fischli_02.jpg__744x744_q85_crop_subject_location-1104%2C784_subsampling-2_upscale.jpg
